Location,Item,Sale Department,Master Sale Department,DOB,Quantity,Net Amount,Gross Amount,Item Number
317 Marketplace,"1000 Island","Food","FOOD",2/28/2018,1,0,0,1595
317 Marketplace,"16oz Shake","Beverages","NA BEVERAGE",2/28/2018,11,35.75,35.75,342
317 Marketplace,"16oz Shake - 16oz Chocolate","Beverages","NA BEVERAGE",2/28/2018,3,0,0,0
317 Marketplace,"16oz Shake - 16oz Oreo","Beverages","NA BEVERAGE",2/28/2018,5,0,0,0
317 Marketplace,"16oz Shake - 16oz Strawberry","Beverages","NA BEVERAGE",2/28/2018,1,0,0,0
317 Marketplace,"16oz Shake - 16oz Vanilla","Beverages","NA BEVERAGE",2/28/2018,3,0,0,0
317 Marketplace,"22oz Fountain Drink","Beverages","NA BEVERAGE",2/28/2018,29,56,58,251
317 Marketplace,"32oz  Fountain Drink","Beverages","NA BEVERAGE",2/28/2018,18,32.62,40.5,1752
317 Marketplace,"32oz Refill","Beverages","NA BEVERAGE",2/28/2018,4,7,7,644
317 Marketplace,"32oz Shake","Beverages","NA BEVERAGE",2/28/2018,1,5.25,5.25,9002
317 Marketplace,"32oz Shake - 32oz Chocolate","Beverages","NA BEVERAGE",2/28/2018,1,0,0,0
317 Marketplace,"American","Food","FOOD",2/28/2018,1,0,0,1460
317 Marketplace,"Avocado","Food","FOOD",2/28/2018,3,0,0,1415
317 Marketplace,"Banana Peppers","Food","FOOD",2/28/2018,4,0,0,1666
317 Marketplace,"BBQ","Food","FOOD",2/28/2018,1,0,0,1565
317 Marketplace,"BBQ Kettle Chips","Food","FOOD",2/28/2018,1,0,0,1987
317 Marketplace,"Bell Peppers","Food","FOOD",2/28/2018,2,0,0,1665
317 Marketplace,"Black Olives","Food","FOOD",2/28/2018,10,0,0,1670
317 Marketplace,"Bottle Drink","Beverages","NA BEVERAGE",2/28/2018,1,1.75,1.75,1780
317 Marketplace,"Buffalo","Food","FOOD",2/28/2018,1,0,0,1570
317 Marketplace,"Can Drink","Beverages","NA BEVERAGE",2/28/2018,3,4.5,4.5,1770
317 Marketplace,"Candy Token","Food","FOOD",2/28/2018,3,0,0,1954
317 Marketplace,"Caramel Onion","Food","FOOD",2/28/2018,4,0,0,1615
317 Marketplace,"Chipotle Mayo","Food","FOOD",2/28/2018,10,0,0,1547
317 Marketplace,"Chips","Food","FOOD",2/28/2018,69,83.12,86.25,1425
317 Marketplace,"Chocolate Chip","Food","FOOD",2/28/2018,35,0,0,1436
317 Marketplace,"Classic Box Lunch","Catering","CATERING",2/28/2018,35,256.18,297.5,7271
317 Marketplace,"Cobb Salad Wrap","Food","FOOD",2/28/2018,1,7.5,7.5,2324
317 Marketplace,"Coldwich","Food","FOOD",2/28/2018,3,0,0,1732
317 Marketplace,"Coleslaw","Food","FOOD",2/28/2018,1,0,0,1655
317 Marketplace,"Courtney's Cake","Food","FOOD",2/28/2018,4,7.8,7.8,60001
317 Marketplace,"Courtney's Cookie","Food","FOOD",2/28/2018,3,4.5,4.5,1447
317 Marketplace,"Crispy Strings","Food","FOOD",2/28/2018,3,0,0,1625
317 Marketplace,"CrushRed Pepp","Food","FOOD",2/28/2018,1,0,0,1730
317 Marketplace,"Cucumbers","Food","FOOD",2/28/2018,3,0,0,1650
317 Marketplace,"Deli Mustard","Food","FOOD",2/28/2018,1,0,0,1535
317 Marketplace,"Drink","Beverages","NA BEVERAGE",2/28/2018,12,0,0,1746
317 Marketplace,"Drink - 22oz Fountain Drink","Beverages","NA BEVERAGE",2/28/2018,7,14,14,0
317 Marketplace,"Drink - 32oz  Fountain Drink","Beverages","NA BEVERAGE",2/28/2018,5,11.25,11.25,0
317 Marketplace,"Garlic","Food","FOOD",2/28/2018,3,0,0,1725
317 Marketplace,"Grape Jelly","Food","FOOD",2/28/2018,1,0,0,1556
317 Marketplace,"Gyro Favorite","Food","FOOD",2/28/2018,7,54.25,54.25,386
317 Marketplace,"Gyro Favorite - REG-Double Meat","Food","FOOD",2/28/2018,1,2,2,0
317 Marketplace,"Ham","Food","FOOD",2/28/2018,4,0,0,145
317 Marketplace,"Honey Mustard","Food","FOOD",2/28/2018,1,0,0,1530
317 Marketplace,"Hot Pepper Mix","Food","FOOD",2/28/2018,8,0,0,1690
317 Marketplace,"Hotwich","Food","FOOD",2/28/2018,20,0,0,1731
317 Marketplace,"House Chips","Food","FOOD",2/28/2018,20,0,0,1981
317 Marketplace,"Hummus","Food","FOOD",2/28/2018,2,0,0,315
317 Marketplace,"Italian Club","Food","FOOD",2/28/2018,5,38.75,38.75,2314
317 Marketplace,"Jalapeno Kettle Chips","Food","FOOD",2/28/2018,1,0,0,1986
317 Marketplace,"Jalapenos","Food","FOOD",2/28/2018,1,0,0,1660
317 Marketplace,"Juice","Beverages","NA BEVERAGE",2/28/2018,2,0,0,1370
317 Marketplace,"Kid Apple Slice","Food","FOOD",2/28/2018,3,0,0,1384
317 Marketplace,"Kid Carrots","Food","FOOD",2/28/2018,3,0,0,1387
317 Marketplace,"Kids Rollups","Food","FOOD",2/28/2018,2,10,10,1326
317 Marketplace,"Kidswich","Food","FOOD",2/28/2018,2,7.5,10,1325
317 Marketplace,"Lettuce","Food","FOOD",2/28/2018,15,0,0,1630
317 Marketplace,"Lettucewich Krab Salad","Food","FOOD",2/28/2018,1,6,6,9851
317 Marketplace,"Lettucewich Turkeywich","Food","FOOD",2/28/2018,1,6,6,9602
317 Marketplace,"Light Mayo","Food","FOOD",2/28/2018,1,0,0,1545
317 Marketplace,"LRG Black Bean Patty","Food","FOOD",2/28/2018,3,15.3,25.5,70
317 Marketplace,"LRG Black Bean Patty - LRG-Avocado","Food","FOOD",2/28/2018,2,1.2,3,0
317 Marketplace,"LRG Buffalo Chicken","Food","FOOD",2/28/2018,5,36.5,42.5,47
317 Marketplace,"LRG Buffalo Chicken - LRG-Bacon","Food","FOOD",2/28/2018,1,1.5,1.5,0
317 Marketplace,"LRG Chicken","Food","FOOD",2/28/2018,3,19.5,25.5,46
317 Marketplace,"LRG Chicken - LRG-Avocado","Food","FOOD",2/28/2018,1,1.5,1.5,0
317 Marketplace,"LRG Chicken - LRG-Double Meat","Food","FOOD",2/28/2018,1,3,3,0
317 Marketplace,"LRG Chicken Salad","Food","FOOD",2/28/2018,1,8.5,8.5,88
317 Marketplace,"LRG Club","Food","FOOD",2/28/2018,3,25.5,25.5,7
317 Marketplace,"LRG Crab Salad","Food","FOOD",2/28/2018,1,8.5,8.5,57
317 Marketplace,"LRG French Dip","Food","FOOD",2/28/2018,1,8.5,8.5,10
317 Marketplace,"LRG Grinder","Food","FOOD",2/28/2018,4,34,34,76
317 Marketplace,"LRG Meatball","Food","FOOD",2/28/2018,1,8.5,8.5,77
317 Marketplace,"LRG Pepperoni Pizzawich","Food","FOOD",2/28/2018,1,8.5,8.5,79
317 Marketplace,"LRG Roast Beef","Food","FOOD",2/28/2018,2,17,17,36
317 Marketplace,"LRG The Avocado","Food","FOOD",2/28/2018,3,25.5,25.5,67
317 Marketplace,"LRG The Avocado - LRG-Double Cheese","Food","FOOD",2/28/2018,1,1.5,1.5,0
317 Marketplace,"LRG Tuna Salad","Food","FOOD",2/28/2018,3,25.5,25.5,56
317 Marketplace,"LRG Tuna Salad - LRG-Double Cheese","Food","FOOD",2/28/2018,1,1.5,1.5,0
317 Marketplace,"LRG Turkey","Food","FOOD",2/28/2018,7,55.26,59.5,16
317 Marketplace,"LRG Turkey - LRG-Bacon","Food","FOOD",2/28/2018,1,1.5,1.5,0
317 Marketplace,"LRG Wicked","Food","FOOD",2/28/2018,5,44.5,50,99
317 Marketplace,"LRG Wicked - LRG-Avocado","Food","FOOD",2/28/2018,1,1.5,1.5,0
317 Marketplace,"Meatball Grinder","Food","FOOD",2/28/2018,2,15.5,15.5,382
317 Marketplace,"Milk","Beverages","NA BEVERAGE",2/28/2018,2,0,0,1360
317 Marketplace,"Mozzarella","Food","FOOD",2/28/2018,1,0,0,1485
317 Marketplace,"Mushrooms","Food","FOOD",2/28/2018,1,0,0,1680
317 Marketplace,"Oil","Food","FOOD",2/28/2018,1,0,0,1695
317 Marketplace,"Olive Salad","Food","FOOD",2/28/2018,1,0,0,1675
317 Marketplace,"Oregano","Food","FOOD",2/28/2018,1,0,0,1705
317 Marketplace,"PB & J","Food","FOOD",2/28/2018,1,5,5,1330
317 Marketplace,"Peanut Butter","Food","FOOD",2/28/2018,1,0,0,1437
317 Marketplace,"Pepper","Food","FOOD",2/28/2018,3,0,0,1720
317 Marketplace,"Pepper Jack","Food","FOOD",2/28/2018,10,0,0,1480
317 Marketplace,"Pesto","Food","FOOD",2/28/2018,1,0,0,1580
317 Marketplace,"Philly Cheesesteak","Food","FOOD",2/28/2018,7,54.25,54.25,392
317 Marketplace,"Philly Cheesesteak - Make it a Large","Food","FOOD",2/28/2018,1,3,3,0
317 Marketplace,"Philly Cheesesteak - REG-Bacon","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"Philly Cheesesteak - REG-Double Cheese","Food","FOOD",2/28/2018,2,2,2,0
317 Marketplace,"Pickles","Food","FOOD",2/28/2018,7,0,0,1640
317 Marketplace,"Provolone","Food","FOOD",2/28/2018,14,0,0,1475
317 Marketplace,"PX Loyalty","Retail","RETAIL",2/28/2018,67,0,0,80020
317 Marketplace,"PX Point Accrual","Retail","RETAIL",2/28/2018,58,0,0,80010
317 Marketplace,"PX Wicked","Retail","RETAIL",2/28/2018,14,0,0,80100
317 Marketplace,"Ranch","Food","FOOD",2/28/2018,1,0,0,1600
317 Marketplace,"Red Onions","Food","FOOD",2/28/2018,6,0,0,1620
317 Marketplace,"REG Black Bean Patty","Food","FOOD",2/28/2018,4,18.86,24,325
317 Marketplace,"REG Black Bean Patty - REG-Avocado","Food","FOOD",2/28/2018,1,0.14,1,0
317 Marketplace,"REG Buff Chicken","Food","FOOD",2/28/2018,2,12,12,230
317 Marketplace,"REG Caprese","Food","FOOD",2/28/2018,4,0,0,305
317 Marketplace,"REG Chicken","Food","FOOD",2/28/2018,10,54,60,225
317 Marketplace,"REG Chicken - REG-Double Cheese","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"REG Chicken Pesto","Food","FOOD",2/28/2018,4,24,24,365
317 Marketplace,"REG Chicken Pesto - REG-Avocado","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"REG Club","Food","FOOD",2/28/2018,16,36,36,430
317 Marketplace,"REG Crab Salad","Food","FOOD",2/28/2018,2,12,12,270
317 Marketplace,"REG Egg Salad","Food","FOOD",2/28/2018,2,12,12,390
317 Marketplace,"REG French Dip","Food","FOOD",2/28/2018,2,12,12,445
317 Marketplace,"REG French Dip - REG-Double Cheese","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"REG Grinder","Food","FOOD",2/28/2018,1,6,6,345
317 Marketplace,"REG Ham","Food","FOOD",2/28/2018,12,18,18,145
317 Marketplace,"REG Ham - REG-Double Cheese","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"REG Meatball","Food","FOOD",2/28/2018,3,12,18,350
317 Marketplace,"REG Pepperoni Pizzawich","Food","FOOD",2/28/2018,1,6,6,360
317 Marketplace,"REG Roast Beef","Food","FOOD",2/28/2018,5,18,18,185
317 Marketplace,"REG Roast Beef - REG-Bacon","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"REG Surf & Turf","Food","FOOD",2/28/2018,1,6,6,275
317 Marketplace,"REG Thank You Turkey","Food","FOOD",2/28/2018,2,12,12,115
317 Marketplace,"REG Thank You Turkey - REG-Bacon","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"REG The Avocado","Food","FOOD",2/28/2018,2,12,12,310
317 Marketplace,"REG Tuna Salad","Food","FOOD",2/28/2018,4,24,24,265
317 Marketplace,"REG Tuna Salad - REG-Avocado","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"REG Turkey","Food","FOOD",2/28/2018,27,99,102,105
317 Marketplace,"REG Turkey - Courtney's Cookie","Food","FOOD",2/28/2018,1,1.5,1.5,0
317 Marketplace,"REG Turkey - REG-Bacon","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"REG Turkey - REG-Sliced Egg","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"REG Turkeywich","Food","FOOD",2/28/2018,1,6,6,120
317 Marketplace,"REG Wicked","Food","FOOD",2/28/2018,14,72.75,98,98
317 Marketplace,"REG Wicked - REG-Avocado","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"Regular Mayo","Food","FOOD",2/28/2018,3,0,0,1540
317 Marketplace,"Salt","Food","FOOD",2/28/2018,3,0,0,1715
317 Marketplace,"Salt & Vinegar Kettle","Food","FOOD",2/28/2018,1,0,0,1988
317 Marketplace,"Sauteed Bell Peppers","Food","FOOD",2/28/2018,1,0,0,1669
317 Marketplace,"SLD Club","Food","FOOD",2/28/2018,1,7,7,1250
317 Marketplace,"Soda","Beverages","NA BEVERAGE",2/28/2018,1,0,0,1375
317 Marketplace,"Spicy Ranch","Food","FOOD",2/28/2018,9,0,0,1601
317 Marketplace,"Spinach","Food","FOOD",2/28/2018,4,0,0,1656
317 Marketplace,"SUP Chicken","Food","FOOD",2/28/2018,1,11.75,11.75,635
317 Marketplace,"SUP Grinder","Food","FOOD",2/28/2018,1,11.75,11.75,755
317 Marketplace,"SUP Wicked","Food","FOOD",2/28/2018,1,7.75,13.75,507
317 Marketplace,"Superfood Wich","Food","FOOD",2/28/2018,2,15.5,15.5,2312
317 Marketplace,"Swiss","Food","FOOD",2/28/2018,3,0,0,1465
317 Marketplace,"The Reuben","Food","FOOD",2/28/2018,2,15.5,15.5,388
317 Marketplace,"Tomato","Food","FOOD",2/28/2018,6,0,0,1635
317 Marketplace,"Tzatziki","Food","FOOD",2/28/2018,1,0,0,1602
317 Marketplace,"Ultimate BLT","Food","FOOD",2/28/2018,6,46.5,46.5,411
317 Marketplace,"Ultimate BLT - REG-Sliced Egg","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"Vinegar","Food","FOOD",2/28/2018,1,0,0,1700
317 Marketplace,"Wheat Bread","Food","FOOD",2/28/2018,12,0,0,1515
317 Marketplace,"White Bread","Food","FOOD",2/28/2018,9,0,0,1510
317 Marketplace,"Wich Ice","Catering","CATERING",2/28/2018,1,1.82,2.5,1895
317 Marketplace,"Wrap Black Bean","Food","FOOD",2/28/2018,1,6,6,9153
317 Marketplace,"Wrap Black Bean - REG-Double Cheese","Food","FOOD",2/28/2018,1,1,1,0
317 Marketplace,"Wrap Turkey","Food","FOOD",2/28/2018,1,6,6,9101
317 Marketplace,"Wrap Wicked","Food","FOOD",2/28/2018,1,5.25,6.75,9008
317 Marketplace,"Yellow Cheese","Food","FOOD",2/28/2018,1,0,0,1492
317 Marketplace,"16oz Shake","Beverages","NA BEVERAGE",3/1/2018,8,26,26,342
317 Marketplace,"16oz Shake - 16oz Chocolate","Beverages","NA BEVERAGE",3/1/2018,2,0,0,0
317 Marketplace,"16oz Shake - 16oz Oreo","Beverages","NA BEVERAGE",3/1/2018,4,0,0,0
317 Marketplace,"16oz Shake - 16oz Strawberry","Beverages","NA BEVERAGE",3/1/2018,1,0,0,0
317 Marketplace,"16oz Shake - 16oz Vanilla","Beverages","NA BEVERAGE",3/1/2018,2,0,0,0
317 Marketplace,"22oz Fountain Drink","Beverages","NA BEVERAGE",3/1/2018,33,61.45,66,251
317 Marketplace,"32oz  Fountain Drink","Beverages","NA BEVERAGE",3/1/2018,18,38.25,40.5,1752
317 Marketplace,"32oz Refill","Beverages","NA BEVERAGE",3/1/2018,4,7,7,644
317 Marketplace,"Banana Peppers","Food","FOOD",3/1/2018,2,0,0,1666
317 Marketplace,"BBQ Kettle Chips","Food","FOOD",3/1/2018,1,0,0,1987
317 Marketplace,"Bell Peppers","Food","FOOD",3/1/2018,3,0,0,1665
317 Marketplace,"Black Olives","Food","FOOD",3/1/2018,4,0,0,1670
317 Marketplace,"Blue Cheese","Food","FOOD",3/1/2018,2,0,0,1462
317 Marketplace,"Caramel Onion","Food","FOOD",3/1/2018,1,0,0,1615
317 Marketplace,"Chips","Food","FOOD",3/1/2018,67,80.9,83.75,1425
317 Marketplace,"Choc Milk","Beverages","NA BEVERAGE",3/1/2018,2,0,0,1365
317 Marketplace,"Cobb Salad Wrap","Food","FOOD",3/1/2018,3,22.5,22.5,2324
317 Marketplace,"Cobb Salad Wrap - REG-Sliced Egg","Food","FOOD",3/1/2018,1,1,1,0
317 Marketplace,"Coldwich","Food","FOOD",3/1/2018,1,0,0,1732
317 Marketplace,"Courtney's Cake","Food","FOOD",3/1/2018,4,7.8,7.8,60001
317 Marketplace,"Courtney's Cookie","Food","FOOD",3/1/2018,5,7.5,7.5,1447
317 Marketplace,"CrushRed Pepp","Food","FOOD",3/1/2018,1,0,0,1730
317 Marketplace,"Cucumbers","Food","FOOD",3/1/2018,2,0,0,1650
317 Marketplace,"Drink","Beverages","NA BEVERAGE",3/1/2018,18,0,0,1746
317 Marketplace,"Drink - 22oz Fountain Drink","Beverages","NA BEVERAGE",3/1/2018,16,30,32,0
317 Marketplace,"Drink - 32oz  Fountain Drink","Beverages","NA BEVERAGE",3/1/2018,1,2.25,2.25,0
317 Marketplace,"Drink - 32oz Refill","Beverages","NA BEVERAGE",3/1/2018,1,1.75,1.75,0
317 Marketplace,"Garlic","Food","FOOD",3/1/2018,1,0,0,1725
317 Marketplace,"Grilled Cheese","Food","FOOD",3/1/2018,2,10,10,1335
317 Marketplace,"Gyro Favorite","Food","FOOD",3/1/2018,7,54.25,54.25,386
317 Marketplace,"Gyro Favorite - REG-Double Cheese","Food","FOOD",3/1/2018,1,1,1,0
317 Marketplace,"Ham","Food","FOOD",3/1/2018,1,0,0,145
317 Marketplace,"Honey Mustard","Food","FOOD",3/1/2018,1,0,0,1530
317 Marketplace,"Hot Pepper Mix","Food","FOOD",3/1/2018,1,0,0,1690
317 Marketplace,"Hotwich","Food","FOOD",3/1/2018,6,0,0,1731
317 Marketplace,"House Chips","Food","FOOD",3/1/2018,1,0,0,1981
317 Marketplace,"Hummus","Food","FOOD",3/1/2018,1,0,0,315
317 Marketplace,"Italian Club","Food","FOOD",3/1/2018,1,7.75,7.75,2314
317 Marketplace,"Jalapenos","Food","FOOD",3/1/2018,1,0,0,1660
317 Marketplace,"Juice","Beverages","NA BEVERAGE",3/1/2018,1,0,0,1370
317 Marketplace,"Kidswich","Food","FOOD",3/1/2018,2,7.5,10,1325
317 Marketplace,"Lettuce","Food","FOOD",3/1/2018,5,0,0,1630
317 Marketplace,"Lettucewich Buff Chicken","Food","FOOD",3/1/2018,1,0,6,9552
317 Marketplace,"Lettucewich Club","Food","FOOD",3/1/2018,1,6,6,9507
317 Marketplace,"Lettucewich Wicked","Food","FOOD",3/1/2018,1,6.75,6.75,9508
317 Marketplace,"Light Mayo","Food","FOOD",3/1/2018,3,0,0,1545
317 Marketplace,"LRG Black Bean Patty","Food","FOOD",3/1/2018,2,17,17,70
317 Marketplace,"LRG Buffalo Chicken","Food","FOOD",3/1/2018,1,8.5,8.5,47
317 Marketplace,"LRG Buffalo Chicken - LRG-Bacon","Food","FOOD",3/1/2018,1,1.5,1.5,0
317 Marketplace,"LRG Chicken","Food","FOOD",3/1/2018,2,17,17,46
317 Marketplace,"LRG Chicken Pesto","Food","FOOD",3/1/2018,1,2.5,8.5,80
317 Marketplace,"LRG Club","Food","FOOD",3/1/2018,3,25.5,25.5,7
317 Marketplace,"LRG Crab Salad","Food","FOOD",3/1/2018,1,8.5,8.5,57
317 Marketplace,"LRG Grinder","Food","FOOD",3/1/2018,4,28.9,34,76
317 Marketplace,"LRG Grinder - LRG-Double Cheese","Food","FOOD",3/1/2018,1,0.6,1.5,0
317 Marketplace,"LRG Grinder - LRG-Double Meat","Food","FOOD",3/1/2018,1,3,3,0
317 Marketplace,"LRG Ham","Food","FOOD",3/1/2018,1,8.5,8.5,26
317 Marketplace,"LRG Meatball","Food","FOOD",3/1/2018,1,8.5,8.5,77
317 Marketplace,"LRG Muffuletta","Food","FOOD",3/1/2018,1,6.15,8.5,78
317 Marketplace,"LRG Pepperoni Pizzawich","Food","FOOD",3/1/2018,1,8.5,8.5,79
317 Marketplace,"LRG Roast Beef","Food","FOOD",3/1/2018,1,8.5,8.5,36
317 Marketplace,"LRG Surf & Turf","Food","FOOD",3/1/2018,1,8.5,8.5,58
317 Marketplace,"LRG Thank You Turkey","Food","FOOD",3/1/2018,1,8.5,8.5,18
317 Marketplace,"LRG The Avocado","Food","FOOD",3/1/2018,3,25.5,25.5,67
317 Marketplace,"LRG Tuna Salad","Food","FOOD",3/1/2018,1,8.5,8.5,56
317 Marketplace,"LRG Turkey","Food","FOOD",3/1/2018,9,75.65,76.5,16
317 Marketplace,"LRG Turkey - LRG-Avocado","Food","FOOD",3/1/2018,1,1.5,1.5,0
317 Marketplace,"LRG Turkey - LRG-Bacon","Food","FOOD",3/1/2018,2,3,3,0
317 Marketplace,"LRG Turkey - LRG-Sliced Egg","Food","FOOD",3/1/2018,1,1.5,1.5,0
317 Marketplace,"LRG Wicked","Food","FOOD",3/1/2018,7,70,70,99
317 Marketplace,"LRG Wicked - LRG-Bacon","Food","FOOD",3/1/2018,1,1.5,1.5,0
317 Marketplace,"Marinara","Food","FOOD",3/1/2018,1,0,0,1575
317 Marketplace,"Meatball Grinder","Food","FOOD",3/1/2018,3,17.25,23.25,382
317 Marketplace,"Mozzarella","Food","FOOD",3/1/2018,1,0,0,1485
317 Marketplace,"Oil","Food","FOOD",3/1/2018,1,0,0,1695
317 Marketplace,"Olive Salad","Food","FOOD",3/1/2018,1,0,0,1675
317 Marketplace,"Oregano","Food","FOOD",3/1/2018,3,0,0,1705
317 Marketplace,"Pepper","Food","FOOD",3/1/2018,2,0,0,1720
317 Marketplace,"Pepper Jack","Food","FOOD",3/1/2018,2,0,0,1480
317 Marketplace,"Philly Cheesesteak","Food","FOOD",3/1/2018,7,54.25,54.25,392
317 Marketplace,"Philly Cheesesteak - Make it a Large","Food","FOOD",3/1/2018,1,3,3,0
317 Marketplace,"Pickles","Food","FOOD",3/1/2018,2,0,0,1640
317 Marketplace,"Provolone","Food","FOOD",3/1/2018,2,0,0,1475
317 Marketplace,"PX Loyalty","Retail","RETAIL",3/1/2018,53,0,0,80020
317 Marketplace,"PX Point Accrual","Retail","RETAIL",3/1/2018,46,0,0,80010
317 Marketplace,"Red Onions","Food","FOOD",3/1/2018,2,0,0,1620
317 Marketplace,"REG Black Bean Patty","Food","FOOD",3/1/2018,3,18,18,325
317 Marketplace,"REG Buff Chicken","Food","FOOD",3/1/2018,3,12,18,230
317 Marketplace,"REG Buff Chicken - REG-Avocado","Food","FOOD",3/1/2018,1,1,1,0
317 Marketplace,"REG Chicken","Food","FOOD",3/1/2018,8,47.4,48,225
317 Marketplace,"REG Chicken - REG-Avocado","Food","FOOD",3/1/2018,2,2,2,0
317 Marketplace,"REG Chicken Cordon Bleu","Food","FOOD",3/1/2018,1,6,6,245
317 Marketplace,"REG Chicken Pesto","Food","FOOD",3/1/2018,1,6,6,365
317 Marketplace,"REG Club","Food","FOOD",3/1/2018,3,18,18,430
317 Marketplace,"REG Club - REG-Bacon","Food","FOOD",3/1/2018,1,1,1,0
317 Marketplace,"REG Club - REG-Double Cheese","Food","FOOD",3/1/2018,1,1,1,0
317 Marketplace,"REG Corned Beef","Food","FOOD",3/1/2018,2,12,12,190
317 Marketplace,"REG Corned Beef - REG-Double Cheese","Food","FOOD",3/1/2018,1,1,1,0
317 Marketplace,"REG French Dip","Food","FOOD",3/1/2018,1,6,6,445
317 Marketplace,"REG Grinder","Food","FOOD",3/1/2018,3,12,18,345
317 Marketplace,"REG Ham","Food","FOOD",3/1/2018,6,30,36,145
317 Marketplace,"REG Ham - Courtney's Cookie","Food","FOOD",3/1/2018,1,1.5,1.5,0
317 Marketplace,"REG Ham - REG-Bacon","Food","FOOD",3/1/2018,1,0,1,0
317 Marketplace,"REG Muffuletta","Food","FOOD",3/1/2018,2,6.99,12,355
317 Marketplace,"REG Roast Beef","Food","FOOD",3/1/2018,4,24,24,185
317 Marketplace,"REG Roast Beef - REG-Avocado","Food","FOOD",3/1/2018,1,1,1,0
317 Marketplace,"REG Thank You Turkey","Food","FOOD",3/1/2018,2,12,12,115
317 Marketplace,"REG The Avocado","Food","FOOD",3/1/2018,4,24,24,310
317 Marketplace,"REG The Avocado - REG-Sliced Egg","Food","FOOD",3/1/2018,2,2,2,0
317 Marketplace,"REG Tuna Salad","Food","FOOD",3/1/2018,3,18,18,265
317 Marketplace,"REG Turkey","Food","FOOD",3/1/2018,22,111.86,132,105
317 Marketplace,"REG Turkey - REG-Avocado","Food","FOOD",3/1/2018,2,2,2,0
317 Marketplace,"REG Turkey - REG-Bacon","Food","FOOD",3/1/2018,3,2.14,3,0
317 Marketplace,"REG Turkey - REG-Double Cheese","Food","FOOD",3/1/2018,1,1,1,0
317 Marketplace,"REG Turkeywich","Food","FOOD",3/1/2018,2,12,12,120
317 Marketplace,"REG Wicked","Food","FOOD",3/1/2018,5,29,35,98
317 Marketplace,"REG Wicked - REG-Bacon","Food","FOOD",3/1/2018,1,1,1,0
317 Marketplace,"Regular Mayo","Food","FOOD",3/1/2018,1,0,0,1540
317 Marketplace,"Salt","Food","FOOD",3/1/2018,1,0,0,1715
317 Marketplace,"SLD Turkey","Food","FOOD",3/1/2018,1,7,7,925
317 Marketplace,"Soda","Beverages","NA BEVERAGE",3/1/2018,1,0,0,1375
317 Marketplace,"Spinach","Food","FOOD",3/1/2018,3,0,0,1656
317 Marketplace,"SUP Chicken","Food","FOOD",3/1/2018,2,12.75,23.5,635
317 Marketplace,"SUP Roast Beef","Food","FOOD",3/1/2018,1,11.75,11.75,595
317 Marketplace,"SUP Turkey","Food","FOOD",3/1/2018,1,11.75,11.75,515
317 Marketplace,"SUP Turkey - SUP-Avocado","Food","FOOD",3/1/2018,1,2,2,0
317 Marketplace,"Superfood Wich","Food","FOOD",3/1/2018,1,7.75,7.75,2312
317 Marketplace,"Superfood Wich - REG-Bacon","Food","FOOD",3/1/2018,1,1,1,0
317 Marketplace,"Superfood Wich - REG-Sliced Egg","Food","FOOD",3/1/2018,1,1,1,0
317 Marketplace,"The Reuben","Food","FOOD",3/1/2018,2,15.5,15.5,388
317 Marketplace,"Tomato","Food","FOOD",3/1/2018,4,0,0,1635
317 Marketplace,"Turkey","Food","FOOD",3/1/2018,1,0,0,105
317 Marketplace,"Tzatziki","Food","FOOD",3/1/2018,1,0,0,1602
317 Marketplace,"Ultimate BLT","Food","FOOD",3/1/2018,6,38.75,46.5,411
317 Marketplace,"Vinegar","Food","FOOD",3/1/2018,1,0,0,1700
317 Marketplace,"Wheat Bread","Food","FOOD",3/1/2018,2,0,0,1515
317 Marketplace,"White Bread","Food","FOOD",3/1/2018,4,0,0,1510
317 Marketplace,"Wrap Black Bean","Food","FOOD",3/1/2018,2,12,12,9153
317 Marketplace,"Wrap Black Bean - REG-Avocado","Food","FOOD",3/1/2018,1,1,1,0
317 Marketplace,"Wrap Buffalo Chicken","Food","FOOD",3/1/2018,1,0,6,9052
317 Marketplace,"Wrap Chicken","Food","FOOD",3/1/2018,1,6,6,9051
317 Marketplace,"Wrap Chicken Pesto","Food","FOOD",3/1/2018,1,6,6,9053
317 Marketplace,"1000 Island","Food","FOOD",3/2/2018,2,0,0,1595
317 Marketplace,"16oz Shake","Beverages","NA BEVERAGE",3/2/2018,19,61.75,61.75,342
317 Marketplace,"16oz Shake - 16oz Chocolate","Beverages","NA BEVERAGE",3/2/2018,9,0,0,0
317 Marketplace,"16oz Shake - 16oz Oreo","Beverages","NA BEVERAGE",3/2/2018,7,0,0,0
